code,id,question,response
b4wvjphf,AfDVoter,migration_enriches_culture,5.0
b4wvjphf,P1,migration_enriches_culture,7.0
b4wvjphf,P2,migration_enriches_culture,5.5
b4wvjphf,P3,migration_enriches_culture,2.5
b4wvjphf,P4,migration_enriches_culture,1.0
b4wvjphf,self,govt_reduce_inequ,3.0
b4wvjphf,friend1,govt_reduce_inequ,3.0
b4wvjphf,friend2,govt_reduce_inequ,5.0
b4wvjphf,friend3,govt_reduce_inequ,2.0
b4wvjphf,GreenVoter,govt_reduce_inequ,2.0
b4wvjphf,AfDVoter,govt_reduce_inequ,3.0
b4wvjphf,P1,govt_reduce_inequ,7.0
b4wvjphf,P2,govt_reduce_inequ,5.5
b4wvjphf,P3,govt_reduce_inequ,4.6
b4wvjphf,P4,govt_reduce_inequ,1.0
b4wvjphf,self,name,b4wvjphf
b4wvjphf,friend1,name,TM
b4wvjphf,friend2,name,NC
b4wvjphf,friend3,name,MC
b4wvjphf,GreenVoter,name,GreenVoter
b4wvjphf,AfDVoter,name,AfDVoter
b4wvjphf,P1,name,P1
b4wvjphf,P2,name,P2
b4wvjphf,P3,name,P3
b4wvjphf,P4,name,P4
b4wvjphf,self,perceived_distances,
b4wvjphf,friend1,perceived_distances,222.3803048833237
b4wvjphf,friend2,perceived_distances,141.0319112825179
b4wvjphf,friend3,perceived_distances,38.47076812334269
b4wvjphf,GreenVoter,perceived_distances,33.97057550292606
b4wvjphf,AfDVoter,perceived_distances,341.7133301467767
b4wvjphf,P1,perceived_distances,117.64352935882194
b4wvjphf,P2,perceived_distances,248.766959220874
b4wvjphf,P3,perceived_distances,103.07764064044152
b4wvjphf,P4,perceived_distances,150.7348665704123
b4wvjphf,self,manhattan_distances,
b4wvjphf,friend1,manhattan_distances,1.75
b4wvjphf,friend2,manhattan_distances,1.25
b4wvjphf,friend3,manhattan_distances,0.75
b4wvjphf,GreenVoter,manhattan_distances,0.75
b4wvjphf,AfDVoter,manhattan_distances,2.0
b4wvjphf,P1,manhattan_distances,4.75
b4wvjphf,P2,manhattan_distances,3.25
b4wvjphf,P3,manhattan_distances,1.9999999999999998
b4wvjphf,P4,manhattan_distances,2.25
b4wvjphf,self,euclidean_distances,
b4wvjphf,friend1,euclidean_distances,4.123105625617661
b4wvjphf,friend2,euclidean_distances,3.0
b4wvjphf,friend3,euclidean_distances,1.7320508075688772
b4wvjphf,GreenVoter,euclidean_distances,1.7320508075688772
b4wvjphf,AfDVoter,euclidean_distances,4.898979485566356
b4wvjphf,P1,euclidean_distances,9.643650760992955
b4wvjphf,P2,euclidean_distances,6.708203932499369
b4wvjphf,P3,euclidean_distances,4.523273151159456
b4wvjphf,P4,euclidean_distances,4.554667935206693
hbj9lrar,self,climate_concern,1.0
hbj9lrar,friend1,climate_concern,1.0
hbj9lrar,friend2,climate_concern,2.0
hbj9lrar,friend3,climate_concern,1.0
hbj9lrar,GreenVoter,climate_concern,2.0
hbj9lrar,AfDVoter,climate_concern,4.0
hbj9lrar,P1,climate_concern,7.0
hbj9lrar,P2,climate_concern,5.5
hbj9lrar,P3,climate_concern,4.6
hbj9lrar,P4,climate_concern,4.15
hbj9lrar,self,gay_adoption,1.0
hbj9lrar,friend1,gay_adoption,1.0
hbj9lrar,friend2,gay_adoption,2.0
hbj9lrar,friend3,gay_adoption,1.0
hbj9lrar,GreenVoter,gay_adoption,2.0
hbj9lrar,AfDVoter,gay_adoption,3.0
hbj9lrar,P1,gay_adoption,7.0
hbj9lrar,P2,gay_adoption,5.5
hbj9lrar,P3,gay_adoption,4.3
hbj9lrar,P4,gay_adoption,3.85
hbj9lrar,self,migration_enriches_culture,1.0
hbj9lrar,friend1,migration_enriches_culture,1.0
hbj9lrar,friend2,migration_enriches_culture,2.0
hbj9lrar,friend3,migration_enriches_culture,-999.0
hbj9lrar,GreenVoter,migration_enriches_culture,3.0
hbj9lrar,AfDVoter,migration_enriches_culture,4.0
hbj9lrar,P1,migration_enriches_culture,7.0
hbj9lrar,P2,migration_enriches_culture,5.5
hbj9lrar,P3,migration_enriches_culture,2.5
hbj9lrar,P4,migration_enriches_culture,1.0
hbj9lrar,self,govt_reduce_inequ,1.0
hbj9lrar,friend1,govt_reduce_inequ,1.0
hbj9lrar,friend2,govt_reduce_inequ,2.0
hbj9lrar,friend3,govt_reduce_inequ,1.0
hbj9lrar,GreenVoter,govt_reduce_inequ,3.0
hbj9lrar,AfDVoter,govt_reduce_inequ,4.0
hbj9lrar,P1,govt_reduce_inequ,7.0
hbj9lrar,P2,govt_reduce_inequ,5.5
hbj9lrar,P3,govt_reduce_inequ,4.6
hbj9lrar,P4,govt_reduce_inequ,1.0
hbj9lrar,self,name,hbj9lrar
hbj9lrar,friend1,name,Nico
hbj9lrar,friend2,name,Moritz
hbj9lrar,friend3,name,Lisa
hbj9lrar,GreenVoter,name,GreenVoter
hbj9lrar,AfDVoter,name,AfDVoter
hbj9lrar,P1,name,P1
hbj9lrar,P2,name,P2
hbj9lrar,P3,name,P3
hbj9lrar,P4,name,P4
hbj9lrar,self,perceived_distances,
hbj9lrar,friend1,perceived_distances,38.95039582721842
hbj9lrar,friend2,perceived_distances,88.22660593197882
hbj9lrar,friend3,perceived_distances,67.90240141777107
hbj9lrar,GreenVoter,perceived_distances,126.14091110048737
hbj9lrar,AfDVoter,perceived_distances,391.5014257447032
hbj9lrar,P1,perceived_distances,331.24803991922937
hbj9lrar,P2,perceived_distances,460.79176189040516
hbj9lrar,P3,perceived_distances,96.40807762089236
hbj9lrar,P4,perceived_distances,470.74988746336084
hbj9lrar,self,manhattan_distances,
hbj9lrar,friend1,manhattan_distances,0.0
hbj9lrar,friend2,manhattan_distances,1.0
hbj9lrar,friend3,manhattan_distances,250.0
hbj9lrar,GreenVoter,manhattan_distances,1.5
hbj9lrar,AfDVoter,manhattan_distances,2.75
hbj9lrar,P1,manhattan_distances,6.0
hbj9lrar,P2,manhattan_distances,4.5
hbj9lrar,P3,manhattan_distances,2.9999999999999996
hbj9lrar,P4,manhattan_distances,1.5
hbj9lrar,self,euclidean_distances,
hbj9lrar,friend1,euclidean_distances,0.0
hbj9lrar,friend2,euclidean_distances,2.0
hbj9lrar,friend3,euclidean_distances,1000.0
hbj9lrar,GreenVoter,euclidean_distances,3.1622776601683795
hbj9lrar,AfDVoter,euclidean_distances,5.5677643628300215
hbj9lrar,P1,euclidean_distances,12.0
hbj9lrar,P2,euclidean_distances,9.0
hbj9lrar,P3,euclidean_distances,6.249799996799896
hbj9lrar,P4,euclidean_distances,4.247940677551889
wt22ozae,self,climate_concern,1.0
wt22ozae,friend1,climate_concern,2.0
wt22ozae,friend2,climate_concern,4.0
wt22ozae,friend3,climate_concern,4.0
wt22ozae,GreenVoter,climate_concern,1.0
wt22ozae,AfDVoter,climate_concern,3.0
wt22ozae,P1,climate_concern,7.0
wt22ozae,P2,climate_concern,5.5
wt22ozae,P3,climate_concern,4.6
wt22ozae,P4,climate_concern,4.15
wt22ozae,self,gay_adoption,1.0
wt22ozae,friend1,gay_adoption,2.0
wt22ozae,friend2,gay_adoption,4.0
wt22ozae,friend3,gay_adoption,3.0
wt22ozae,GreenVoter,gay_adoption,1.0
wt22ozae,AfDVoter,gay_adoption,4.0
wt22ozae,P1,gay_adoption,7.0
wt22ozae,P2,gay_adoption,5.5
wt22ozae,P3,gay_adoption,4.3
wt22ozae,P4,gay_adoption,3.85
wt22ozae,self,migration_enriches_culture,1.0
wt22ozae,friend1,migration_enriches_culture,4.0
wt22ozae,friend2,migration_enriches_culture,4.0
wt22ozae,friend3,migration_enriches_culture,3.0
wt22ozae,GreenVoter,migration_enriches_culture,2.0
wt22ozae,AfDVoter,migration_enriches_culture,5.0
wt22ozae,P1,migration_enriches_culture,7.0
wt22ozae,P2,migration_enriches_culture,5.5
wt22ozae,P3,migration_enriches_culture,2.5
wt22ozae,P4,migration_enriches_culture,1.0
wt22ozae,self,govt_reduce_inequ,1.0
wt22ozae,friend1,govt_reduce_inequ,5.0
wt22ozae,friend2,govt_reduce_inequ,3.0
wt22ozae,friend3,govt_reduce_inequ,5.0
wt22ozae,GreenVoter,govt_reduce_inequ,3.0
wt22ozae,AfDVoter,govt_reduce_inequ,2.0
wt22ozae,P1,govt_reduce_inequ,7.0
wt22ozae,P2,govt_reduce_inequ,5.5
wt22ozae,P3,govt_reduce_inequ,4.6
wt22ozae,P4,govt_reduce_inequ,1.0
wt22ozae,self,name,wt22ozae
wt22ozae,friend1,name,Klaus
wt22ozae,friend2,name,Manfred
wt22ozae,friend3,name,Franz
wt22ozae,GreenVoter,name,GreenVoter
wt22ozae,AfDVoter,name,AfDVoter
wt22ozae,P1,name,P1
wt22ozae,P2,name,P2
wt22ozae,P3,name,P3
wt22ozae,P4,name,P4
wt22ozae,self,perceived_distances,
wt22ozae,friend1,perceived_distances,288.7064975579485
wt22ozae,friend2,perceived_distances,425.7011176630734
wt22ozae,friend3,perceived_distances,304.7924565660867
wt22ozae,GreenVoter,perceived_distances,102.38535573672621
wt22ozae,AfDVoter,perceived_distances,418.52918962686
wt22ozae,P1,perceived_distances,353.74035979403993
wt22ozae,P2,perceived_distances,466.82013928298505
wt22ozae,P3,perceived_distances,44.77544227266661
wt22ozae,P4,perceived_distances,466.608016635982
wt22ozae,self,manhattan_distances,
wt22ozae,friend1,manhattan_distances,2.25
wt22ozae,friend2,manhattan_distances,2.75
wt22ozae,friend3,manhattan_distances,2.75
wt22ozae,GreenVoter,manhattan_distances,0.75
wt22ozae,AfDVoter,manhattan_distances,2.5
wt22ozae,P1,manhattan_distances,6.0
wt22ozae,P2,manhattan_distances,4.5
wt22ozae,P3,manhattan_distances,2.9999999999999996
wt22ozae,P4,manhattan_distances,1.5
wt22ozae,self,euclidean_distances,
wt22ozae,friend1,euclidean_distances,5.196152422706632
wt22ozae,friend2,euclidean_distances,5.5677643628300215
wt22ozae,friend3,euclidean_distances,5.744562646538029
wt22ozae,GreenVoter,euclidean_distances,2.23606797749979
wt22ozae,AfDVoter,euclidean_distances,5.477225575051661
wt22ozae,P1,euclidean_distances,12.0
wt22ozae,P2,euclidean_distances,9.0
wt22ozae,P3,euclidean_distances,6.249799996799896
wt22ozae,P4,euclidean_distances,4.247940677551889
